sample_id,local_sample_id,batch_start,batch_end,batch_name,sample_id_mode,sample_id_warning,file,file_path,relative_path,parent_dir,suffix,sample_slot,well_start,well_end,sample_layout
4569,1485,1601,5444,结果3857-5444,two_per_file,,检测结果 (1485).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1485).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1485).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4570,1485,1601,5444,结果3857-5444,two_per_file,,检测结果 (1485).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1485).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1485).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4571,1486,1601,5444,结果3857-5444,two_per_file,,检测结果 (1486).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1486).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1486).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4572,1486,1601,5444,结果3857-5444,two_per_file,,检测结果 (1486).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1486).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1486).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4573,1487,1601,5444,结果3857-5444,two_per_file,,检测结果 (1487).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1487).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1487).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4574,1487,1601,5444,结果3857-5444,two_per_file,,检测结果 (1487).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1487).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1487).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4575,1488,1601,5444,结果3857-5444,two_per_file,,检测结果 (1488).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1488).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1488).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4576,1488,1601,5444,结果3857-5444,two_per_file,,检测结果 (1488).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1488).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1488).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4577,1489,1601,5444,结果3857-5444,two_per_file,,检测结果 (1489).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1489).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1489).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4578,1489,1601,5444,结果3857-5444,two_per_file,,检测结果 (1489).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1489).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1489).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4579,1490,1601,5444,结果3857-5444,two_per_file,,检测结果 (1490).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1490).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1490).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4580,1490,1601,5444,结果3857-5444,two_per_file,,检测结果 (1490).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1490).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1490).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4581,1491,1601,5444,结果3857-5444,two_per_file,,检测结果 (1491).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1491).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1491).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4582,1491,1601,5444,结果3857-5444,two_per_file,,检测结果 (1491).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1491).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1491).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4583,1492,1601,5444,结果3857-5444,two_per_file,,检测结果 (1492).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1492).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1492).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4584,1492,1601,5444,结果3857-5444,two_per_file,,检测结果 (1492).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1492).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1492).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4585,1493,1601,5444,结果3857-5444,two_per_file,,检测结果 (1493).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1493).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1493).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4586,1493,1601,5444,结果3857-5444,two_per_file,,检测结果 (1493).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1493).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1493).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4587,1494,1601,5444,结果3857-5444,two_per_file,,检测结果 (1494).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1494).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1494).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4588,1494,1601,5444,结果3857-5444,two_per_file,,检测结果 (1494).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1494).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1494).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4589,1495,1601,5444,结果3857-5444,two_per_file,,检测结果 (1495).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1495).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1495).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4590,1495,1601,5444,结果3857-5444,two_per_file,,检测结果 (1495).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1495).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1495).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4591,1496,1601,5444,结果3857-5444,two_per_file,,检测结果 (1496).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1496).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1496).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4592,1496,1601,5444,结果3857-5444,two_per_file,,检测结果 (1496).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1496).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1496).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4593,1497,1601,5444,结果3857-5444,two_per_file,,检测结果 (1497).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1497).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1497).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4594,1497,1601,5444,结果3857-5444,two_per_file,,检测结果 (1497).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1497).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1497).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4595,1498,1601,5444,结果3857-5444,two_per_file,,检测结果 (1498).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1498).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1498).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4596,1498,1601,5444,结果3857-5444,two_per_file,,检测结果 (1498).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1498).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1498).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4597,1499,1601,5444,结果3857-5444,two_per_file,,检测结果 (1499).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1499).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1499).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4598,1499,1601,5444,结果3857-5444,two_per_file,,检测结果 (1499).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1499).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1499).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4599,1500,1601,5444,结果3857-5444,two_per_file,,检测结果 (1500).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1500).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1500).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4600,1500,1601,5444,结果3857-5444,two_per_file,,检测结果 (1500).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1500).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1500).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4601,1501,1601,5444,结果3857-5444,two_per_file,,检测结果 (1501).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1501).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1501).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4602,1501,1601,5444,结果3857-5444,two_per_file,,检测结果 (1501).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1501).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1501).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4603,1502,1601,5444,结果3857-5444,two_per_file,,检测结果 (1502).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1502).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1502).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4604,1502,1601,5444,结果3857-5444,two_per_file,,检测结果 (1502).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1502).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1502).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4605,1503,1601,5444,结果3857-5444,two_per_file,,检测结果 (1503).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1503).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1503).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4606,1503,1601,5444,结果3857-5444,two_per_file,,检测结果 (1503).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1503).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1503).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4607,1504,1601,5444,结果3857-5444,two_per_file,,检测结果 (1504).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1504).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1504).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4608,1504,1601,5444,结果3857-5444,two_per_file,,检测结果 (1504).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1504).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1504).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4609,1505,1601,5444,结果3857-5444,two_per_file,,检测结果 (1505).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1505).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1505).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4610,1505,1601,5444,结果3857-5444,two_per_file,,检测结果 (1505).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1505).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1505).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4611,1506,1601,5444,结果3857-5444,two_per_file,,检测结果 (1506).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1506).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1506).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4612,1506,1601,5444,结果3857-5444,two_per_file,,检测结果 (1506).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1506).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1506).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4613,1507,1601,5444,结果3857-5444,two_per_file,,检测结果 (1507).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1507).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1507).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4614,1507,1601,5444,结果3857-5444,two_per_file,,检测结果 (1507).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1507).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1507).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4615,1508,1601,5444,结果3857-5444,two_per_file,,检测结果 (1508).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1508).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1508).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4616,1508,1601,5444,结果3857-5444,two_per_file,,检测结果 (1508).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1508).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1508).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4617,1509,1601,5444,结果3857-5444,two_per_file,,检测结果 (1509).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1509).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1509).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4618,1509,1601,5444,结果3857-5444,two_per_file,,检测结果 (1509).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1509).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1509).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4619,1510,1601,5444,结果3857-5444,two_per_file,,检测结果 (1510).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1510).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1510).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4620,1510,1601,5444,结果3857-5444,two_per_file,,检测结果 (1510).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1510).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1510).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4621,1511,1601,5444,结果3857-5444,two_per_file,,检测结果 (1511).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1511).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1511).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4622,1511,1601,5444,结果3857-5444,two_per_file,,检测结果 (1511).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1511).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1511).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4623,1512,1601,5444,结果3857-5444,two_per_file,,检测结果 (1512).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1512).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1512).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4624,1512,1601,5444,结果3857-5444,two_per_file,,检测结果 (1512).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1512).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1512).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4625,1513,1601,5444,结果3857-5444,two_per_file,,检测结果 (1513).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1513).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1513).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4626,1513,1601,5444,结果3857-5444,two_per_file,,检测结果 (1513).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1513).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1513).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4627,1514,1601,5444,结果3857-5444,two_per_file,,检测结果 (1514).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1514).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1514).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4628,1514,1601,5444,结果3857-5444,two_per_file,,检测结果 (1514).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1514).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1514).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4629,1515,1601,5444,结果3857-5444,two_per_file,,检测结果 (1515).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1515).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1515).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4630,1515,1601,5444,结果3857-5444,two_per_file,,检测结果 (1515).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1515).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1515).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4631,1516,1601,5444,结果3857-5444,two_per_file,,检测结果 (1516).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1516).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1516).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4632,1516,1601,5444,结果3857-5444,two_per_file,,检测结果 (1516).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1516).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1516).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4633,1517,1601,5444,结果3857-5444,two_per_file,,检测结果 (1517).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1517).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1517).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4634,1517,1601,5444,结果3857-5444,two_per_file,,检测结果 (1517).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1517).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1517).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4635,1518,1601,5444,结果3857-5444,two_per_file,,检测结果 (1518).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1518).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1518).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4636,1518,1601,5444,结果3857-5444,two_per_file,,检测结果 (1518).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1518).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1518).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4637,1519,1601,5444,结果3857-5444,two_per_file,,检测结果 (1519).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1519).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1519).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4638,1519,1601,5444,结果3857-5444,two_per_file,,检测结果 (1519).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1519).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1519).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4639,1520,1601,5444,结果3857-5444,two_per_file,,检测结果 (1520).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1520).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1520).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4640,1520,1601,5444,结果3857-5444,two_per_file,,检测结果 (1520).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1520).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1520).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4641,1521,1601,5444,结果3857-5444,two_per_file,,检测结果 (1521).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1521).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1521).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4642,1521,1601,5444,结果3857-5444,two_per_file,,检测结果 (1521).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1521).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1521).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4643,1522,1601,5444,结果3857-5444,two_per_file,,检测结果 (1522).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1522).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1522).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4644,1522,1601,5444,结果3857-5444,two_per_file,,检测结果 (1522).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1522).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1522).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4645,1523,1601,5444,结果3857-5444,two_per_file,,检测结果 (1523).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1523).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1523).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4646,1523,1601,5444,结果3857-5444,two_per_file,,检测结果 (1523).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1523).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1523).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4647,1524,1601,5444,结果3857-5444,two_per_file,,检测结果 (1524).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1524).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1524).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4648,1524,1601,5444,结果3857-5444,two_per_file,,检测结果 (1524).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1524).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1524).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4649,1525,1601,5444,结果3857-5444,two_per_file,,检测结果 (1525).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1525).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1525).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4650,1525,1601,5444,结果3857-5444,two_per_file,,检测结果 (1525).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1525).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1525).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4651,1526,1601,5444,结果3857-5444,two_per_file,,检测结果 (1526).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1526).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1526).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4652,1526,1601,5444,结果3857-5444,two_per_file,,检测结果 (1526).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1526).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1526).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4653,1527,1601,5444,结果3857-5444,two_per_file,,检测结果 (1527).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1527).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1527).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4654,1527,1601,5444,结果3857-5444,two_per_file,,检测结果 (1527).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1527).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1527).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4655,1528,1601,5444,结果3857-5444,two_per_file,,检测结果 (1528).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1528).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1528).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4656,1528,1601,5444,结果3857-5444,two_per_file,,检测结果 (1528).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1528).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1528).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4657,1529,1601,5444,结果3857-5444,two_per_file,,检测结果 (1529).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1529).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1529).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4658,1529,1601,5444,结果3857-5444,two_per_file,,检测结果 (1529).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1529).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1529).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4659,1530,1601,5444,结果3857-5444,two_per_file,,检测结果 (1530).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1530).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1530).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4660,1530,1601,5444,结果3857-5444,two_per_file,,检测结果 (1530).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1530).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1530).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4661,1531,1601,5444,结果3857-5444,two_per_file,,检测结果 (1531).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1531).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1531).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4662,1531,1601,5444,结果3857-5444,two_per_file,,检测结果 (1531).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1531).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1531).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4663,1532,1601,5444,结果3857-5444,two_per_file,,检测结果 (1532).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1532).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1532).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4664,1532,1601,5444,结果3857-5444,two_per_file,,检测结果 (1532).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1532).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1532).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4665,1533,1601,5444,结果3857-5444,two_per_file,,检测结果 (1533).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1533).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1533).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4666,1533,1601,5444,结果3857-5444,two_per_file,,检测结果 (1533).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1533).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1533).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4667,1534,1601,5444,结果3857-5444,two_per_file,,检测结果 (1534).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1534).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1534).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
4668,1534,1601,5444,结果3857-5444,two_per_file,,检测结果 (1534).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1534).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1534).csv,1000-2030,.csv,2,16,30,two_per_file_15x2
4669,1535,1601,5444,结果3857-5444,two_per_file,,检测结果 (1535).csv,..\medicaldata\结果汇总\结果3857-5444\1000-2030\检测结果 (1535).csv,结果汇总\结果3857-5444\1000-2030\检测结果 (1535).csv,1000-2030,.csv,1,1,15,two_per_file_15x2
